age,gender,country,sales,returned,returned_amount,churn_risk
62,Female,CA,30.36,No,0.0,0
44,Male,IT,23.976,No,0.0,0
18,Female,US,108.925,No,0.0,0
52,Female,PR,36.352,No,0.0,0
60,Male,IT,19.56,No,0.0,0
34,Female,CA,61.44,No,0.0,0
47,Male,IT,38.9,No,0.0,0
58,Female,RU,99.39,No,0.0,0
51,Female,SE,2.688,No,0.0,0
32,Female,GB,27.816,No,0.0,0
23,Female,IT,82.524,No,0.0,0
38,Female,US,182.994,No,0.0,0
63,Male,US,14.352,No,0.0,0
50,Female,US,64.96,No,0.0,0
64,Male,IT,68.6,No,0.0,0
51,Male,PL,0.0,Yes,23.976,1
21,Male,IT,167.44,No,0.0,0
20,Female,PL,479.97,No,0.0,0
34,Male,CA,14.62,No,0.0,0
26,Female,CO,19.44,No,0.0,0
19,Female,PL,191.984,No,0.0,0
47,Female,CA,0.0,Yes,99.39,1
47,Male,AR,284.82,No,0.0,0
56,Female,PL,36.84,No,0.0,0
42,Male,IN,166.24,No,0.0,0
49,Male,KR,33.4,No,0.0,0
51,Female,CA,198.272,No,0.0,0
41,Female,CN,47.36,No,0.0,0
